index_col;age;job;education;default;contact;month;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y;M1;M2;KNeighbors;Quadratic;MLPClass;AdaBoost;forest;naive_by;prediction;compareOrigin
28832;47;2;3;0;0;4;1;999;0;2;-1.8;93.075;-47.1;1.41;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
12698;42;1;3;2;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
32450;29;2;3;0;1;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
36607;36;5;4;0;1;6;1;999;1;1;-2.9;92.963;-40.8;1.26;5076.2;1;1;0;1;1;1;1;0;1;5;Yes-Yes
10954;43;2;2;2;0;6;3;999;0;2;1.4;94.465;-41.8;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
5181;41;8;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
30605;37;10;4;0;0;5;5;999;0;2;-1.8;92.89299999999999;-46.2;1.354;5099.1;0;0;1;0;0;1;0;0;0;1;No-Yes
6921;58;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
12514;35;7;3;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
1677;27;8;3;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
5491;42;1;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
31676;35;2;2;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
23715;36;1;4;0;1;8;8;999;0;2;1.4;93.444;-36.1;4.962;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
4250;45;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
36959;46;1;4;0;1;7;1;999;0;2;-2.9;92.469;-33.6;1.072;5076.2;1;0;1;1;1;1;1;0;1;5;Yes-Yes
18145;30;10;4;0;1;7;15;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
28161;32;2;3;0;1;4;2;999;0;2;-1.8;93.075;-47.1;1.466;5099.1;0;1;0;1;1;1;1;0;1;5;No-Yes
8493;42;10;3;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
39524;24;2;3;0;1;4;1;999;1;1;-1.8;93.749;-34.6;0.645;5008.7;0;0;1;1;1;1;1;0;1;5;No-Yes
8392;50;1;4;0;0;6;3;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
10357;27;2;3;0;0;6;12;999;0;2;1.4;94.465;-41.8;4.96;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
11177;43;1;4;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
8365;35;2;2;2;0;6;6;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
11046;28;5;4;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.962;5228.1;1;1;0;1;0;0;0;0;0;1;Yes-Yes
21672;44;1;3;2;1;8;5;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
12624;32;1;4;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;1;1;0;0;0;0;0;1;No-Yes
6164;39;5;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;1;0;1;0;0;0;0;0;0;0;Yes-No
33775;34;4;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.281;5099.1;1;0;1;0;1;1;0;0;1;3;Yes-Yes
17714;50;5;3;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;0;1;0;0;0;0;0;1;No-Yes
20288;29;10;4;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
6388;29;2;3;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
30557;54;2;2;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.354;5099.1;0;1;0;0;0;1;0;1;1;3;No-Yes
34005;34;2;2;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;1;0;1;0;1;0;1;1;4;No-Yes
14107;31;1;3;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
37391;25;1;3;0;1;8;1;999;0;2;-2.9;92.20100000000001;-31.4;0.879;5076.2;0;0;1;1;1;1;1;1;1;6;No-Yes
12687;46;2;2;2;1;7;5;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
20567;31;10;4;0;1;8;7;999;0;2;1.4;93.444;-36.1;4.966;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
23852;42;1;4;0;1;8;7;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
32507;34;5;4;0;0;5;3;999;1;1;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
27426;41;10;4;0;1;11;5;999;0;2;-0.1;93.2;-42.0;4.021;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
13197;40;2;3;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;0;0;0;0;0;0;0;No-No
1166;42;8;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.855;5191.0;1;1;0;1;0;0;0;0;0;1;Yes-Yes
18058;52;5;4;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
14680;50;1;4;2;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
6449;37;4;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
30233;46;10;4;0;1;4;2;999;0;2;-1.8;93.075;-47.1;1.365;5099.1;1;1;0;0;1;1;1;1;1;5;Yes-Yes
33447;31;2;3;0;1;5;5;999;1;1;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
27282;39;10;3;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.021;5195.8;1;1;0;1;0;1;0;0;0;2;Yes-Yes
17637;55;10;3;2;1;7;6;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
32389;31;5;4;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;0;0;1;0;1;1;3;No-Yes
6472;53;10;4;0;0;5;6;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
3862;44;5;3;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
29363;39;5;4;0;1;4;2;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;1;1;1;0;0;1;4;No-Yes
27481;51;5;4;0;1;11;3;999;0;2;-0.1;93.2;-42.0;4.021;5195.8;0;1;0;1;0;1;0;0;0;2;No-Yes
9877;38;2;2;2;0;6;2;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;1;0;0;0;1;0;2;No-Yes
32115;32;2;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;0;0;1;0;1;1;3;No-Yes
33347;38;2;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
23706;33;1;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.962;5228.1;0;0;1;0;0;1;0;0;0;1;No-Yes
23710;33;1;4;0;0;8;2;999;0;2;1.4;93.444;-36.1;4.962;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
5533;33;8;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
3483;27;10;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
22826;53;5;4;0;1;8;12;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
24076;36;1;4;0;0;11;1;999;1;1;-0.1;93.2;-42.0;4.663;5195.8;0;1;0;1;1;0;0;0;1;3;No-Yes
5545;34;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
35150;40;5;4;0;1;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;0;0;0;0;1;0;0;1;2;No-Yes
14721;35;1;3;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
4704;37;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
4734;36;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
48;35;1;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
17489;51;1;4;0;1;7;4;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;0;0;0;0;0;0;0;No-No
2584;27;5;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
3076;30;2;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
17366;42;7;4;2;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
31290;37;8;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;0;1;0;1;1;0;0;1;3;No-Yes
5118;47;1;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
17786;48;8;3;2;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
4910;58;10;4;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;1;0;1;No-Yes
37800;63;4;2;0;1;8;1;999;0;2;-2.9;92.20100000000001;-31.4;0.838;5076.2;1;1;0;1;1;1;1;1;1;6;Yes-Yes
35103;37;11;4;0;0;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
15746;44;4;2;2;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
8676;48;1;4;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;0;0;0;0;0;0;0;0;0;No-No
27971;48;1;4;0;1;3;1;999;0;2;-1.8;92.84299999999999;-50.0;1.51;5099.1;0;0;1;1;1;1;1;1;1;6;No-Yes
30332;40;10;4;0;1;4;2;2;1;3;-1.8;93.075;-47.1;1.365;5099.1;1;1;0;1;1;1;1;1;1;6;Yes-Yes
34710;31;5;4;0;1;5;4;999;1;1;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;0;1;0;0;1;0;0;1;2;No-Yes
11470;37;4;3;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
28140;55;10;4;0;1;4;2;999;1;1;-1.8;93.075;-47.1;1.466;5099.1;0;1;0;1;1;1;0;0;1;4;No-Yes
24452;40;1;3;2;0;11;1;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;0;1;0;0;0;0;0;0;0;No-No
38203;30;11;3;0;1;10;1;999;0;2;-3.4;92.431;-26.9;0.74;5017.5;0;0;1;0;1;1;1;0;1;4;No-Yes
21194;49;8;2;2;1;8;2;999;0;2;1.4;93.444;-36.1;4.963;5228.1;1;1;0;0;0;0;0;0;0;0;Yes-No
23447;47;10;4;0;1;8;7;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
1042;35;1;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
12940;37;3;3;2;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
18867;49;10;4;2;1;8;1;999;0;2;1.4;93.444;-36.1;4.97;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
432;30;7;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
4405;32;3;4;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
35181;29;11;4;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.25;5099.1;1;1;0;0;0;1;0;0;1;2;Yes-Yes
22851;57;2;3;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;1;0;1;0;0;0;2;No-Yes
36457;25;2;4;0;1;6;2;3;1;3;-2.9;92.963;-40.8;1.262;5076.2;1;0;1;1;1;1;1;1;1;6;Yes-Yes
19250;51;1;3;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.967;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
6995;48;1;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
10433;31;2;3;0;0;6;21;999;0;2;1.4;94.465;-41.8;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
5822;52;10;4;0;0;5;11;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
5526;32;8;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;1;0;0;0;0;0;1;No-Yes
40021;27;8;3;0;1;7;3;999;0;2;-1.7;94.215;-40.3;0.79;4991.6;1;0;1;1;1;1;1;1;1;6;Yes-Yes
34850;32;2;2;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
31381;35;2;3;2;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;1;0;0;0;1;0;0;0;1;No-Yes
5872;31;5;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
21913;60;6;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
14928;38;2;2;2;1;7;4;999;0;2;1.4;93.91799999999999;-42.7;4.957;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
34770;43;2;2;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
31431;28;2;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
9162;32;10;3;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.967;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
8343;31;11;2;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
21574;34;1;4;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
2873;38;10;4;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
25879;31;10;4;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;1;1;0;0;0;2;No-Yes
36279;44;4;4;0;1;6;1;999;1;1;-2.9;92.963;-40.8;1.266;5076.2;0;1;0;0;1;1;1;0;1;4;No-Yes
30676;33;4;3;2;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
38896;34;4;2;0;1;11;4;999;0;2;-3.4;92.649;-30.1;0.715;5017.5;1;0;1;0;1;1;1;1;1;5;Yes-Yes
4883;55;6;2;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
14885;43;2;2;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.957;5228.1;0;0;1;1;0;0;0;0;0;1;No-Yes
31301;28;2;2;0;1;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
40170;54;6;2;0;1;7;4;999;0;2;-1.7;94.215;-40.3;0.846;4991.6;0;0;1;1;1;1;1;1;1;6;No-Yes
149;51;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
16078;56;2;2;2;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;1;1;0;1;0;0;0;0;0;1;Yes-Yes
21312;29;4;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
33054;45;1;3;0;1;5;3;999;0;2;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;1;0;0;1;0;0;1;2;No-Yes
25682;38;3;4;0;1;11;3;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
19509;29;10;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.968;5228.1;0;0;1;0;0;1;0;0;0;1;No-Yes
345;52;10;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
26324;35;3;3;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.0760000000000005;5195.8;1;1;0;1;0;1;0;0;0;2;Yes-Yes
19262;52;10;4;2;1;8;1;999;0;2;1.4;93.444;-36.1;4.967;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
20892;45;7;3;2;1;8;1;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
11855;60;7;4;2;0;6;4;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
23787;37;10;4;0;1;8;7;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
13944;38;2;3;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;0;1;0;0;0;0;0;1;No-Yes
38098;51;11;3;0;1;9;2;999;0;2;-3.4;92.37899999999999;-29.8;0.768;5017.5;0;1;0;1;1;1;1;1;1;6;No-Yes
17;46;2;2;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
9111;50;1;3;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.967;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
37041;44;10;4;0;1;7;2;999;0;2;-2.9;92.469;-33.6;1.044;5076.2;0;0;1;1;1;1;1;0;1;5;No-Yes
32834;33;1;3;2;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;1;0;1;0;1;0;3;No-Yes
31820;41;5;4;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;1;0;0;1;1;0;0;1;3;No-Yes
133;37;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
36739;53;6;2;0;1;6;3;999;0;2;-2.9;92.963;-40.8;1.281;5076.2;1;0;1;1;1;1;1;1;1;6;Yes-Yes
9545;40;10;4;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
15738;32;1;3;0;0;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
5792;27;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
19411;59;6;3;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.967;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
39571;29;1;4;0;1;5;1;999;2;1;-1.8;93.876;-40.0;0.6679999999999999;5008.7;0;0;1;1;1;1;1;0;1;5;No-Yes
5054;37;3;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
34024;42;2;2;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
4987;31;2;3;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
33568;33;2;2;0;1;5;5;999;0;2;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;1;0;0;0;1;0;0;0;1;No-Yes
39947;83;6;2;0;1;6;2;999;0;2;-1.7;94.055;-39.8;0.748;4991.6;1;0;0;1;1;1;1;1;1;6;Yes-Yes
34411;32;10;4;0;1;5;8;999;0;2;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;0;1;0;0;1;0;0;0;1;No-Yes
12341;41;3;2;0;0;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.959;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
4504;42;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
39127;39;1;3;0;1;12;3;999;1;1;-3.0;92.713;-33.0;0.7;5023.5;0;1;0;1;1;1;1;0;1;5;No-Yes
23248;47;10;4;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
26183;47;7;4;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;0;1;0;0;0;1;No-Yes
3591;59;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
3755;31;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
9781;32;1;3;0;0;6;7;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
23436;56;6;2;2;1;8;4;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
11636;41;10;4;0;0;6;3;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
36272;33;8;3;0;1;6;1;999;1;1;-2.9;92.963;-40.8;1.266;5076.2;0;0;1;0;1;1;1;0;1;4;No-Yes
697;49;4;2;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
3073;31;2;2;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
29619;37;10;4;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;0;1;1;1;0;1;4;No-Yes
1793;43;2;2;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
5250;28;8;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
35991;29;1;4;0;1;5;2;3;1;3;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;0;1;1;1;1;1;0;1;5;No-Yes
30438;46;10;3;0;1;5;5;3;1;3;-1.8;92.89299999999999;-46.2;1.354;5099.1;0;1;0;1;1;1;1;0;1;5;No-Yes
5222;56;6;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
23294;58;1;4;0;1;8;5;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;0;0;1;0;0;0;1;No-Yes
7708;31;1;4;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.864;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
30132;27;1;4;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.365;5099.1;1;0;1;1;1;1;1;1;1;6;Yes-Yes
4067;37;4;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
19959;51;1;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.966;5228.1;0;0;0;0;0;1;0;0;0;1;No-Yes
15705;53;3;4;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
34346;42;2;3;0;0;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
2910;36;5;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
24576;42;10;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;0;1;1;0;0;0;2;No-Yes
6758;41;2;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
17957;46;1;4;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
1328;30;8;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;0;0;1;0;0;0;0;0;1;No-Yes
40185;32;5;4;0;1;7;2;999;1;1;-1.7;94.215;-40.3;0.861;4991.6;0;0;1;0;1;1;1;1;1;5;No-Yes
31554;37;2;2;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
29692;54;10;3;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;1;1;1;1;1;1;6;No-Yes
6031;44;10;3;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
16023;33;2;2;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;1;0;0;0;1;0;2;No-Yes
