Index,ScoredDescionForest,Index (2),scoredLogistic,Index (3),ScoredBayes,Index (2) (2),scoredLocally,Index (4),Scored_Descion,Index (2) (3),Scored Labels,Index (5),D_y,ScoredAverage,prediction,failed,D_y_str,predictionStr,result
24708,0,24708,0,24708,0,24708,0,24708,0,24708,0,24708,0,0,0,0,No,No,No-No
6454,0,6454,1,6454,0,6454,0,6454,0,6454,0,6454,0,0,1,0,No,Yes,No-Yes
22805,0,22805,0,22805,0,22805,0,22805,0,22805,0,22805,0,0,0,0,No,No,No-No
7709,0,7709,0,7709,0,7709,0,7709,0,7709,0,7709,0,0,0,0,No,No,No-No
22142,0,22142,0,22142,0,22142,0,22142,0,22142,0,22142,0,1,1,0,No,Yes,No-Yes
30807,0,30807,0,30807,0,30807,0,30807,0,30807,0,30807,0,0,0,0,No,No,No-No
14873,0,14873,0,14873,0,14873,0,14873,0,14873,0,14873,0,0,0,0,No,No,No-No
17933,0,17933,0,17933,0,17933,0,17933,0,17933,0,17933,1,0,0,1,Yes,No,Yes-No
19809,0,19809,0,19809,0,19809,0,19809,0,19809,0,19809,0,0,0,0,No,No,No-No
25429,0,25429,1,25429,1,25429,0,25429,0,25429,0,25429,0,0,1,0,No,Yes,No-Yes
18267,0,18267,0,18267,0,18267,0,18267,0,18267,0,18267,0,0,0,0,No,No,No-No
14878,0,14878,0,14878,0,14878,0,14878,0,14878,0,14878,0,0,0,0,No,No,No-No
7562,0,7562,1,7562,1,7562,1,7562,0,7562,1,7562,0,0,1,0,No,Yes,No-Yes
8869,0,8869,0,8869,0,8869,0,8869,0,8869,0,8869,0,0,0,0,No,No,No-No
24527,0,24527,0,24527,0,24527,0,24527,0,24527,0,24527,0,1,1,0,No,Yes,No-Yes
845,0,845,1,845,1,845,0,845,0,845,0,845,0,0,1,0,No,Yes,No-Yes
26272,1,26272,1,26272,1,26272,1,26272,1,26272,1,26272,1,1,1,0,Yes,Yes,Yes-Yes
29344,0,29344,0,29344,0,29344,0,29344,0,29344,0,29344,0,0,0,0,No,No,No-No
29941,0,29941,1,29941,1,29941,0,29941,0,29941,0,29941,0,1,1,0,No,Yes,No-Yes
1432,0,1432,0,1432,0,1432,0,1432,0,1432,0,1432,0,0,0,0,No,No,No-No
25959,1,25959,1,25959,1,25959,1,25959,1,25959,1,25959,0,1,1,0,No,Yes,No-Yes
24230,0,24230,1,24230,1,24230,0,24230,0,24230,0,24230,0,0,1,0,No,Yes,No-Yes
13469,0,13469,0,13469,0,13469,0,13469,0,13469,0,13469,0,0,0,0,No,No,No-No
19224,0,19224,0,19224,0,19224,0,19224,0,19224,0,19224,0,1,1,0,No,Yes,No-Yes
5141,0,5141,0,5141,0,5141,0,5141,0,5141,0,5141,0,0,0,0,No,No,No-No
8574,0,8574,0,8574,0,8574,0,8574,0,8574,0,8574,0,0,0,0,No,No,No-No
37068,1,37068,1,37068,1,37068,1,37068,1,37068,1,37068,0,1,1,0,No,Yes,No-Yes
9785,0,9785,0,9785,0,9785,0,9785,0,9785,0,9785,0,0,0,0,No,No,No-No
7382,0,7382,0,7382,0,7382,0,7382,0,7382,0,7382,0,0,0,0,No,No,No-No
29142,0,29142,0,29142,1,29142,0,29142,0,29142,0,29142,0,1,1,0,No,Yes,No-Yes
20989,1,20989,1,20989,1,20989,1,20989,1,20989,0,20989,0,1,1,0,No,Yes,No-Yes
1965,0,1965,0,1965,0,1965,0,1965,0,1965,0,1965,0,0,0,0,No,No,No-No
18896,0,18896,0,18896,0,18896,0,18896,0,18896,0,18896,0,0,0,0,No,No,No-No
6356,0,6356,0,6356,0,6356,0,6356,0,6356,0,6356,0,0,0,0,No,No,No-No
30536,1,30536,0,30536,1,30536,0,30536,1,30536,0,30536,0,0,1,0,No,Yes,No-Yes
26288,0,26288,1,26288,1,26288,1,26288,0,26288,1,26288,0,1,1,0,No,Yes,No-Yes
519,0,519,0,519,0,519,0,519,0,519,0,519,0,0,0,0,No,No,No-No
1379,0,1379,0,1379,0,1379,0,1379,0,1379,0,1379,0,0,0,0,No,No,No-No
17316,0,17316,0,17316,0,17316,0,17316,0,17316,0,17316,0,0,0,0,No,No,No-No
7634,0,7634,0,7634,0,7634,0,7634,0,7634,0,7634,0,0,0,0,No,No,No-No
7763,0,7763,0,7763,0,7763,0,7763,0,7763,0,7763,0,0,0,0,No,No,No-No
15659,0,15659,0,15659,0,15659,0,15659,0,15659,0,15659,0,0,0,0,No,No,No-No
19341,0,19341,0,19341,0,19341,0,19341,0,19341,0,19341,0,1,1,0,No,Yes,No-Yes
14100,0,14100,0,14100,0,14100,0,14100,0,14100,0,14100,0,1,1,0,No,Yes,No-Yes
32029,0,32029,0,32029,1,32029,0,32029,0,32029,0,32029,0,0,1,0,No,Yes,No-Yes
10809,1,10809,0,10809,0,10809,0,10809,1,10809,0,10809,0,0,1,0,No,Yes,No-Yes
10225,1,10225,0,10225,0,10225,0,10225,1,10225,0,10225,0,0,1,0,No,Yes,No-Yes
23670,1,23670,1,23670,1,23670,1,23670,1,23670,1,23670,0,0,1,0,No,Yes,No-Yes
16662,0,16662,0,16662,0,16662,1,16662,0,16662,1,16662,0,1,1,0,No,Yes,No-Yes
4690,0,4690,1,4690,1,4690,1,4690,0,4690,0,4690,0,1,1,0,No,Yes,No-Yes
2298,0,2298,0,2298,0,2298,0,2298,0,2298,0,2298,0,0,0,0,No,No,No-No
18731,0,18731,0,18731,0,18731,0,18731,0,18731,0,18731,1,0,0,1,Yes,No,Yes-No
24977,0,24977,1,24977,1,24977,0,24977,0,24977,0,24977,0,1,1,0,No,Yes,No-Yes
13927,0,13927,0,13927,0,13927,0,13927,0,13927,0,13927,0,0,0,0,No,No,No-No
7464,1,7464,0,7464,0,7464,0,7464,1,7464,0,7464,0,0,1,0,No,Yes,No-Yes
19322,0,19322,0,19322,0,19322,0,19322,0,19322,0,19322,0,1,1,0,No,Yes,No-Yes
32615,0,32615,0,32615,0,32615,0,32615,0,32615,0,32615,0,1,1,0,No,Yes,No-Yes
23852,0,23852,0,23852,1,23852,0,23852,0,23852,0,23852,0,0,1,0,No,Yes,No-Yes
18031,0,18031,0,18031,0,18031,0,18031,0,18031,0,18031,0,1,1,0,No,Yes,No-Yes
8039,0,8039,0,8039,0,8039,0,8039,0,8039,0,8039,0,0,0,0,No,No,No-No
9634,0,9634,0,9634,0,9634,0,9634,0,9634,0,9634,0,0,0,0,No,No,No-No
29092,0,29092,1,29092,1,29092,1,29092,0,29092,0,29092,0,1,1,0,No,Yes,No-Yes
29495,0,29495,1,29495,1,29495,1,29495,0,29495,0,29495,0,1,1,0,No,Yes,No-Yes
36212,1,36212,1,36212,1,36212,1,36212,1,36212,1,36212,0,1,1,0,No,Yes,No-Yes
31466,1,31466,1,31466,1,31466,1,31466,1,31466,1,31466,0,1,1,0,No,Yes,No-Yes
27444,0,27444,1,27444,1,27444,1,27444,0,27444,0,27444,0,1,1,0,No,Yes,No-Yes
1164,0,1164,0,1164,0,1164,0,1164,0,1164,0,1164,1,1,1,0,Yes,Yes,Yes-Yes
21388,0,21388,0,21388,0,21388,0,21388,0,21388,0,21388,0,0,0,0,No,No,No-No
13064,1,13064,1,13064,1,13064,1,13064,1,13064,1,13064,0,0,1,0,No,Yes,No-Yes
29678,0,29678,0,29678,0,29678,0,29678,0,29678,0,29678,0,0,0,0,No,No,No-No
5923,0,5923,0,5923,0,5923,0,5923,0,5923,0,5923,0,0,0,0,No,No,No-No
31333,0,31333,1,31333,1,31333,1,31333,0,31333,0,31333,0,0,1,0,No,Yes,No-Yes
27273,0,27273,0,27273,1,27273,0,27273,0,27273,0,27273,0,1,1,0,No,Yes,No-Yes
14589,0,14589,0,14589,0,14589,0,14589,0,14589,0,14589,0,0,0,0,No,No,No-No
7847,0,7847,0,7847,0,7847,0,7847,0,7847,0,7847,0,0,0,0,No,No,No-No
29159,1,29159,1,29159,1,29159,1,29159,1,29159,1,29159,0,0,1,0,No,Yes,No-Yes
23464,0,23464,0,23464,1,23464,0,23464,0,23464,0,23464,0,0,1,0,No,Yes,No-Yes
1960,0,1960,1,1960,0,1960,0,1960,0,1960,0,1960,0,0,1,0,No,Yes,No-Yes
15866,0,15866,0,15866,0,15866,0,15866,0,15866,0,15866,0,1,1,0,No,Yes,No-Yes
12930,1,12930,0,12930,0,12930,1,12930,1,12930,0,12930,0,0,1,0,No,Yes,No-Yes
9180,0,9180,1,9180,0,9180,1,9180,0,9180,0,9180,1,0,1,0,Yes,Yes,Yes-Yes
242,0,242,0,242,0,242,0,242,0,242,0,242,0,0,0,0,No,No,No-No
13622,1,13622,1,13622,0,13622,1,13622,1,13622,1,13622,0,1,1,0,No,Yes,No-Yes
11687,1,11687,0,11687,0,11687,1,11687,1,11687,1,11687,0,0,1,0,No,Yes,No-Yes
25725,1,25725,1,25725,1,25725,1,25725,1,25725,0,25725,0,0,1,0,No,Yes,No-Yes
19792,0,19792,0,19792,0,19792,0,19792,0,19792,0,19792,0,0,0,0,No,No,No-No
24761,0,24761,0,24761,1,24761,0,24761,0,24761,0,24761,0,0,1,0,No,Yes,No-Yes
36690,1,36690,1,36690,1,36690,1,36690,1,36690,1,36690,1,1,1,0,Yes,Yes,Yes-Yes
25943,1,25943,1,25943,1,25943,1,25943,1,25943,1,25943,0,1,1,0,No,Yes,No-Yes
5828,0,5828,1,5828,1,5828,1,5828,0,5828,0,5828,0,0,1,0,No,Yes,No-Yes
33095,0,33095,0,33095,0,33095,0,33095,0,33095,0,33095,0,0,0,0,No,No,No-No
30887,0,30887,0,30887,1,30887,0,30887,0,30887,0,30887,0,0,1,0,No,Yes,No-Yes
36484,1,36484,0,36484,0,36484,1,36484,1,36484,0,36484,1,1,1,0,Yes,Yes,Yes-Yes
22614,0,22614,0,22614,1,22614,0,22614,0,22614,0,22614,0,0,1,0,No,Yes,No-Yes
6219,0,6219,0,6219,0,6219,0,6219,0,6219,0,6219,0,0,0,0,No,No,No-No
23566,0,23566,0,23566,1,23566,0,23566,0,23566,0,23566,0,1,1,0,No,Yes,No-Yes
1500,0,1500,0,1500,0,1500,0,1500,0,1500,0,1500,0,0,0,0,No,No,No-No
29935,0,29935,1,29935,1,29935,0,29935,0,29935,0,29935,0,0,1,0,No,Yes,No-Yes
34948,0,34948,1,34948,1,34948,1,34948,0,34948,1,34948,0,1,1,0,No,Yes,No-Yes
34884,1,34884,1,34884,1,34884,1,34884,1,34884,1,34884,0,1,1,0,No,Yes,No-Yes
9523,0,9523,0,9523,0,9523,0,9523,0,9523,0,9523,0,0,0,0,No,No,No-No
25499,0,25499,0,25499,1,25499,1,25499,0,25499,0,25499,0,0,1,0,No,Yes,No-Yes
3727,0,3727,0,3727,0,3727,0,3727,0,3727,0,3727,0,0,0,0,No,No,No-No
29054,0,29054,1,29054,1,29054,1,29054,0,29054,0,29054,0,1,1,0,No,Yes,No-Yes
25058,0,25058,1,25058,1,25058,0,25058,0,25058,0,25058,0,0,1,0,No,Yes,No-Yes
31805,0,31805,1,31805,1,31805,1,31805,0,31805,0,31805,0,1,1,0,No,Yes,No-Yes
9066,0,9066,0,9066,0,9066,0,9066,0,9066,0,9066,0,0,0,0,No,No,No-No
20196,0,20196,0,20196,0,20196,0,20196,0,20196,0,20196,0,1,1,0,No,Yes,No-Yes
30958,0,30958,0,30958,1,30958,0,30958,0,30958,0,30958,0,0,1,0,No,Yes,No-Yes
5645,0,5645,0,5645,0,5645,0,5645,0,5645,0,5645,0,0,0,0,No,No,No-No
11482,0,11482,1,11482,1,11482,1,11482,0,11482,1,11482,0,0,1,0,No,Yes,No-Yes
3069,0,3069,0,3069,0,3069,0,3069,0,3069,0,3069,0,0,0,0,No,No,No-No
8368,0,8368,0,8368,0,8368,0,8368,0,8368,0,8368,0,0,0,0,No,No,No-No
30529,0,30529,1,30529,1,30529,0,30529,0,30529,0,30529,0,0,1,0,No,Yes,No-Yes
26163,0,26163,1,26163,1,26163,1,26163,0,26163,0,26163,0,1,1,0,No,Yes,No-Yes
35126,1,35126,0,35126,1,35126,1,35126,1,35126,1,35126,0,0,1,0,No,Yes,No-Yes
31908,0,31908,1,31908,1,31908,1,31908,0,31908,0,31908,0,1,1,0,No,Yes,No-Yes
23576,0,23576,0,23576,1,23576,0,23576,0,23576,0,23576,0,0,1,0,No,Yes,No-Yes
5655,0,5655,0,5655,0,5655,0,5655,0,5655,0,5655,0,0,0,0,No,No,No-No
34707,0,34707,1,34707,1,34707,1,34707,0,34707,1,34707,0,1,1,0,No,Yes,No-Yes
15169,0,15169,1,15169,1,15169,1,15169,0,15169,0,15169,0,0,1,0,No,Yes,No-Yes
10636,0,10636,0,10636,0,10636,0,10636,0,10636,0,10636,0,0,0,0,No,No,No-No
1055,0,1055,0,1055,0,1055,0,1055,0,1055,0,1055,0,0,0,0,No,No,No-No
30292,0,30292,0,30292,1,30292,0,30292,0,30292,0,30292,0,0,1,0,No,Yes,No-Yes
15726,0,15726,0,15726,0,15726,0,15726,0,15726,0,15726,0,1,1,0,No,Yes,No-Yes
26248,0,26248,1,26248,1,26248,1,26248,0,26248,1,26248,0,0,1,0,No,Yes,No-Yes
1932,0,1932,0,1932,0,1932,0,1932,0,1932,0,1932,0,0,0,0,No,No,No-No
30543,0,30543,0,30543,1,30543,0,30543,0,30543,0,30543,0,0,1,0,No,Yes,No-Yes
17764,0,17764,0,17764,0,17764,0,17764,0,17764,1,17764,0,1,1,0,No,Yes,No-Yes
31817,0,31817,1,31817,1,31817,0,31817,0,31817,0,31817,0,1,1,0,No,Yes,No-Yes
2650,0,2650,0,2650,0,2650,0,2650,0,2650,0,2650,0,0,0,0,No,No,No-No
2268,0,2268,0,2268,0,2268,0,2268,0,2268,0,2268,0,0,0,0,No,No,No-No
35177,0,35177,1,35177,1,35177,1,35177,0,35177,0,35177,0,0,1,0,No,Yes,No-Yes
26723,1,26723,1,26723,1,26723,1,26723,1,26723,1,26723,1,1,1,0,Yes,Yes,Yes-Yes
2894,0,2894,0,2894,0,2894,0,2894,0,2894,0,2894,0,0,0,0,No,No,No-No
10150,0,10150,0,10150,0,10150,0,10150,0,10150,1,10150,0,0,1,0,No,Yes,No-Yes
23250,0,23250,0,23250,1,23250,0,23250,0,23250,0,23250,0,1,1,0,No,Yes,No-Yes
15993,0,15993,0,15993,0,15993,0,15993,0,15993,0,15993,0,1,1,0,No,Yes,No-Yes
28373,1,28373,1,28373,1,28373,1,28373,1,28373,1,28373,0,1,1,0,No,Yes,No-Yes
35782,1,35782,1,35782,1,35782,1,35782,1,35782,1,35782,1,1,1,0,Yes,Yes,Yes-Yes
21997,0,21997,0,21997,0,21997,0,21997,0,21997,0,21997,0,0,0,0,No,No,No-No
32008,0,32008,1,32008,1,32008,0,32008,0,32008,0,32008,0,0,1,0,No,Yes,No-Yes
37807,1,37807,1,37807,0,37807,1,37807,1,37807,1,37807,0,0,1,0,No,Yes,No-Yes
7610,0,7610,0,7610,0,7610,0,7610,0,7610,0,7610,0,0,0,0,No,No,No-No
29808,0,29808,0,29808,1,29808,1,29808,0,29808,0,29808,0,1,1,0,No,Yes,No-Yes
1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,0,0,0,No,No,No-No
30450,0,30450,0,30450,1,30450,1,30450,0,30450,0,30450,0,0,1,0,No,Yes,No-Yes
924,0,924,0,924,0,924,0,924,0,924,0,924,0,0,0,0,No,No,No-No
16808,0,16808,0,16808,0,16808,0,16808,0,16808,1,16808,0,1,1,0,No,Yes,No-Yes
17536,0,17536,0,17536,0,17536,0,17536,0,17536,0,17536,0,0,0,0,No,No,No-No
33818,0,33818,1,33818,1,33818,1,33818,0,33818,0,33818,0,1,1,0,No,Yes,No-Yes
35110,1,35110,1,35110,1,35110,1,35110,1,35110,1,35110,0,0,1,0,No,Yes,No-Yes
10698,0,10698,0,10698,0,10698,0,10698,0,10698,0,10698,0,0,0,0,No,No,No-No
1265,0,1265,0,1265,0,1265,0,1265,0,1265,0,1265,0,0,0,0,No,No,No-No
14771,0,14771,1,14771,1,14771,1,14771,0,14771,0,14771,0,0,1,0,No,Yes,No-Yes
32925,0,32925,1,32925,1,32925,1,32925,0,32925,0,32925,0,0,1,0,No,Yes,No-Yes
19334,1,19334,0,19334,0,19334,0,19334,1,19334,0,19334,0,1,1,0,No,Yes,No-Yes
32683,0,32683,1,32683,1,32683,1,32683,0,32683,1,32683,0,0,1,0,No,Yes,No-Yes
8452,0,8452,0,8452,0,8452,0,8452,0,8452,0,8452,0,0,0,0,No,No,No-No
16009,0,16009,0,16009,0,16009,0,16009,0,16009,0,16009,0,1,1,0,No,Yes,No-Yes
17485,0,17485,0,17485,0,17485,0,17485,0,17485,0,17485,0,0,0,0,No,No,No-No
17476,0,17476,0,17476,0,17476,0,17476,0,17476,0,17476,0,0,0,0,No,No,No-No
8686,0,8686,0,8686,0,8686,0,8686,0,8686,0,8686,0,0,0,0,No,No,No-No
29711,0,29711,0,29711,1,29711,0,29711,0,29711,0,29711,0,1,1,0,No,Yes,No-Yes
587,0,587,0,587,0,587,0,587,0,587,0,587,0,0,0,0,No,No,No-No
35657,1,35657,1,35657,1,35657,1,35657,1,35657,1,35657,0,0,1,0,No,Yes,No-Yes
15397,0,15397,0,15397,0,15397,1,15397,0,15397,0,15397,0,1,1,0,No,Yes,No-Yes
11736,0,11736,0,11736,0,11736,0,11736,0,11736,0,11736,0,0,0,0,No,No,No-No
29388,0,29388,1,29388,1,29388,1,29388,0,29388,0,29388,0,1,1,0,No,Yes,No-Yes
27935,1,27935,0,27935,1,27935,1,27935,1,27935,1,27935,1,0,1,0,Yes,Yes,Yes-Yes
2912,0,2912,0,2912,0,2912,0,2912,0,2912,0,2912,0,0,0,0,No,No,No-No
23650,0,23650,0,23650,0,23650,0,23650,0,23650,0,23650,0,0,0,0,No,No,No-No
15954,0,15954,0,15954,0,15954,0,15954,0,15954,0,15954,1,0,0,1,Yes,No,Yes-No
15633,0,15633,1,15633,1,15633,1,15633,0,15633,0,15633,0,1,1,0,No,Yes,No-Yes
2801,0,2801,0,2801,0,2801,0,2801,0,2801,0,2801,0,0,0,0,No,No,No-No
5908,0,5908,0,5908,0,5908,0,5908,0,5908,0,5908,0,0,0,0,No,No,No-No
4133,0,4133,1,4133,0,4133,0,4133,0,4133,0,4133,0,0,1,0,No,Yes,No-Yes
13306,0,13306,0,13306,0,13306,0,13306,0,13306,0,13306,0,0,0,0,No,No,No-No
22952,0,22952,0,22952,0,22952,0,22952,0,22952,0,22952,0,0,0,0,No,No,No-No
31671,0,31671,0,31671,1,31671,1,31671,0,31671,0,31671,0,0,1,0,No,Yes,No-Yes
17620,0,17620,0,17620,0,17620,0,17620,0,17620,0,17620,0,0,0,0,No,No,No-No
2161,0,2161,0,2161,0,2161,0,2161,0,2161,0,2161,0,0,0,0,No,No,No-No
5677,1,5677,1,5677,1,5677,1,5677,1,5677,1,5677,0,0,1,0,No,Yes,No-Yes
5847,0,5847,0,5847,0,5847,0,5847,0,5847,0,5847,0,0,0,0,No,No,No-No
36725,1,36725,1,36725,1,36725,1,36725,1,36725,1,36725,1,1,1,0,Yes,Yes,Yes-Yes
1921,0,1921,0,1921,0,1921,0,1921,0,1921,0,1921,0,0,0,0,No,No,No-No
16794,0,16794,0,16794,0,16794,0,16794,0,16794,0,16794,0,0,0,0,No,No,No-No
28415,1,28415,0,28415,1,28415,1,28415,1,28415,1,28415,1,1,1,0,Yes,Yes,Yes-Yes
26817,1,26817,1,26817,1,26817,1,26817,1,26817,1,26817,0,1,1,0,No,Yes,No-Yes
11856,0,11856,0,11856,0,11856,0,11856,0,11856,0,11856,0,0,0,0,No,No,No-No
4540,0,4540,0,4540,0,4540,0,4540,0,4540,0,4540,0,0,0,0,No,No,No-No
26324,0,26324,1,26324,1,26324,0,26324,0,26324,0,26324,0,0,1,0,No,Yes,No-Yes
37849,1,37849,1,37849,0,37849,1,37849,1,37849,1,37849,1,1,1,0,Yes,Yes,Yes-Yes
24562,0,24562,0,24562,1,24562,1,24562,0,24562,0,24562,0,0,1,0,No,Yes,No-Yes
12452,0,12452,1,12452,1,12452,1,12452,0,12452,0,12452,0,1,1,0,No,Yes,No-Yes
28901,0,28901,1,28901,1,28901,1,28901,0,28901,0,28901,0,1,1,0,No,Yes,No-Yes
4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,4586,0,0,0,0,No,No,No-No
5203,0,5203,0,5203,0,5203,0,5203,0,5203,0,5203,0,0,0,0,No,No,No-No
30759,0,30759,1,30759,1,30759,1,30759,0,30759,0,30759,0,0,1,0,No,Yes,No-Yes
11655,0,11655,0,11655,0,11655,0,11655,0,11655,0,11655,0,0,0,0,No,No,No-No
24238,1,24238,0,24238,1,24238,0,24238,1,24238,0,24238,0,1,1,0,No,Yes,No-Yes
27593,1,27593,1,27593,1,27593,0,27593,1,27593,0,27593,0,0,1,0,No,Yes,No-Yes
11189,0,11189,0,11189,0,11189,0,11189,0,11189,0,11189,0,0,0,0,No,No,No-No
18961,0,18961,0,18961,0,18961,0,18961,0,18961,0,18961,0,1,1,0,No,Yes,No-Yes
12782,0,12782,0,12782,0,12782,0,12782,0,12782,0,12782,0,0,0,0,No,No,No-No
3564,0,3564,0,3564,0,3564,0,3564,0,3564,0,3564,0,0,0,0,No,No,No-No
2797,0,2797,0,2797,0,2797,0,2797,0,2797,0,2797,0,0,0,0,No,No,No-No
1001,0,1001,1,1001,0,1001,0,1001,0,1001,0,1001,0,0,1,0,No,Yes,No-Yes
17931,0,17931,0,17931,0,17931,0,17931,0,17931,0,17931,0,1,1,0,No,Yes,No-Yes
17839,0,17839,0,17839,0,17839,0,17839,0,17839,0,17839,0,0,0,0,No,No,No-No
3303,0,3303,0,3303,0,3303,0,3303,0,3303,0,3303,0,0,0,0,No,No,No-No
13967,0,13967,0,13967,0,13967,0,13967,0,13967,0,13967,0,0,0,0,No,No,No-No
1008,0,1008,0,1008,0,1008,0,1008,0,1008,0,1008,0,0,0,0,No,No,No-No
25685,0,25685,0,25685,1,25685,0,25685,0,25685,0,25685,0,1,1,0,No,Yes,No-Yes
20336,0,20336,1,20336,1,20336,1,20336,0,20336,0,20336,0,0,1,0,No,Yes,No-Yes
1810,0,1810,1,1810,1,1810,1,1810,0,1810,0,1810,0,0,1,0,No,Yes,No-Yes
11520,0,11520,0,11520,0,11520,0,11520,0,11520,0,11520,0,0,0,0,No,No,No-No
11275,0,11275,0,11275,0,11275,0,11275,0,11275,0,11275,0,0,0,0,No,No,No-No
6542,1,6542,1,6542,1,6542,1,6542,1,6542,1,6542,0,0,1,0,No,Yes,No-Yes
35819,0,35819,1,35819,1,35819,1,35819,0,35819,1,35819,0,1,1,0,No,Yes,No-Yes
14251,0,14251,0,14251,0,14251,0,14251,0,14251,0,14251,0,1,1,0,No,Yes,No-Yes
2366,0,2366,0,2366,0,2366,0,2366,0,2366,0,2366,0,0,0,0,No,No,No-No
35982,1,35982,1,35982,1,35982,1,35982,1,35982,1,35982,1,1,1,0,Yes,Yes,Yes-Yes
28512,0,28512,0,28512,0,28512,0,28512,0,28512,0,28512,0,0,0,0,No,No,No-No
16820,0,16820,0,16820,0,16820,0,16820,0,16820,0,16820,0,0,0,0,No,No,No-No
7151,0,7151,0,7151,0,7151,0,7151,0,7151,0,7151,1,0,0,1,Yes,No,Yes-No
34457,1,34457,1,34457,1,34457,1,34457,1,34457,1,34457,1,1,1,0,Yes,Yes,Yes-Yes
7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,7430,0,0,0,0,No,No,No-No
1677,0,1677,0,1677,0,1677,0,1677,0,1677,0,1677,0,0,0,0,No,No,No-No
36307,0,36307,1,36307,1,36307,1,36307,0,36307,0,36307,1,1,1,0,Yes,Yes,Yes-Yes
37006,0,37006,1,37006,1,37006,1,37006,0,37006,1,37006,0,1,1,0,No,Yes,No-Yes
26622,0,26622,1,26622,1,26622,1,26622,0,26622,1,26622,1,1,1,0,Yes,Yes,Yes-Yes
6016,0,6016,0,6016,0,6016,0,6016,0,6016,0,6016,0,0,0,0,No,No,No-No
28927,0,28927,1,28927,1,28927,1,28927,0,28927,0,28927,0,0,1,0,No,Yes,No-Yes
2855,0,2855,0,2855,0,2855,0,2855,0,2855,0,2855,0,0,0,0,No,No,No-No
24503,0,24503,0,24503,1,24503,0,24503,0,24503,0,24503,0,0,1,0,No,Yes,No-Yes
37525,1,37525,1,37525,1,37525,1,37525,1,37525,1,37525,1,1,1,0,Yes,Yes,Yes-Yes
17093,0,17093,0,17093,0,17093,0,17093,0,17093,0,17093,0,1,1,0,No,Yes,No-Yes
6355,0,6355,0,6355,0,6355,0,6355,0,6355,0,6355,0,0,0,0,No,No,No-No
13160,0,13160,0,13160,0,13160,0,13160,0,13160,0,13160,0,0,0,0,No,No,No-No
21248,0,21248,0,21248,0,21248,0,21248,0,21248,0,21248,0,0,0,0,No,No,No-No
34697,1,34697,1,34697,1,34697,1,34697,1,34697,1,34697,1,1,1,0,Yes,Yes,Yes-Yes
3883,0,3883,1,3883,1,3883,1,3883,0,3883,1,3883,0,0,1,0,No,Yes,No-Yes
30175,0,30175,1,30175,1,30175,0,30175,0,30175,0,30175,0,1,1,0,No,Yes,No-Yes
31358,0,31358,1,31358,1,31358,1,31358,0,31358,1,31358,0,0,1,0,No,Yes,No-Yes
26516,0,26516,0,26516,1,26516,1,26516,0,26516,0,26516,0,1,1,0,No,Yes,No-Yes
33972,1,33972,1,33972,1,33972,1,33972,1,33972,1,33972,0,1,1,0,No,Yes,No-Yes
3807,0,3807,0,3807,0,3807,0,3807,0,3807,0,3807,0,0,0,0,No,No,No-No
13857,0,13857,0,13857,0,13857,0,13857,0,13857,0,13857,0,1,1,0,No,Yes,No-Yes
6321,0,6321,0,6321,0,6321,0,6321,0,6321,0,6321,0,0,0,0,No,No,No-No
36947,0,36947,1,36947,1,36947,1,36947,0,36947,1,36947,1,1,1,0,Yes,Yes,Yes-Yes
14003,0,14003,0,14003,0,14003,0,14003,0,14003,0,14003,0,1,1,0,No,Yes,No-Yes
3632,0,3632,0,3632,0,3632,0,3632,0,3632,0,3632,0,0,0,0,No,No,No-No
9606,1,9606,1,9606,1,9606,1,9606,1,9606,1,9606,0,0,1,0,No,Yes,No-Yes
2400,1,2400,1,2400,1,2400,1,2400,1,2400,1,2400,0,0,1,0,No,Yes,No-Yes
38179,1,38179,1,38179,1,38179,1,38179,1,38179,1,38179,1,1,1,0,Yes,Yes,Yes-Yes
33170,0,33170,1,33170,1,33170,1,33170,0,33170,0,33170,0,0,1,0,No,Yes,No-Yes
32330,0,32330,1,32330,1,32330,0,32330,0,32330,0,32330,0,0,1,0,No,Yes,No-Yes
22562,0,22562,1,22562,1,22562,1,22562,0,22562,0,22562,0,0,1,0,No,Yes,No-Yes
20322,0,20322,1,20322,1,20322,1,20322,0,20322,0,20322,0,0,1,0,No,Yes,No-Yes
32055,0,32055,1,32055,1,32055,1,32055,0,32055,1,32055,0,1,1,0,No,Yes,No-Yes
16394,0,16394,0,16394,0,16394,0,16394,0,16394,0,16394,0,1,1,0,No,Yes,No-Yes
13614,0,13614,0,13614,0,13614,0,13614,0,13614,0,13614,0,0,0,0,No,No,No-No
10428,0,10428,0,10428,0,10428,0,10428,0,10428,0,10428,0,0,0,0,No,No,No-No
21247,0,21247,0,21247,0,21247,0,21247,0,21247,0,21247,0,0,0,0,No,No,No-No
38056,0,38056,1,38056,1,38056,1,38056,0,38056,1,38056,1,1,1,0,Yes,Yes,Yes-Yes
24441,0,24441,0,24441,0,24441,0,24441,0,24441,0,24441,0,0,0,0,No,No,No-No
12321,0,12321,0,12321,0,12321,0,12321,0,12321,0,12321,0,1,1,0,No,Yes,No-Yes
10053,0,10053,0,10053,0,10053,0,10053,0,10053,0,10053,0,0,0,0,No,No,No-No
